N,P,K,temperature,humidity,ph,rainfall,soil_type,category,growth_duration_days,water_requirement,sunlight_hours,label
27,53,38,18.24,77.93,6.55,62.83,Loamy,Pulse,88,Medium,6.6,Peas
25,55,41,17.42,70.29,6.67,47.28,Alluvial,Pulse,92,Medium,6.1,Peas
24,48,41,16.55,59.59,6.69,50.6,Alluvial,Pulse,90,Medium,6.6,Peas
34,65,34,16.9,66.62,6.67,67.16,Alluvial,Pulse,88,Medium,6.2,Peas
24,60,41,18.84,66.45,6.24,54.22,Loamy,Pulse,91,Medium,5.9,Peas
56,52,46,29.92,75.0,6.67,80.47,Loamy,Pulse,97,Medium,8.5,Soybean
54,57,40,19.85,67.1,6.55,118.99,Clayey,Pulse,108,Medium,8.2,Soybean
42,56,50,26.5,61.49,6.33,82.13,Loamy,Pulse,102,Medium,8.3,Soybean
44,59,50,24.26,81.32,6.33,96.34,Loamy,Pulse,103,Medium,8.1,Soybean
47,62,41,23.19,84.52,6.41,105.49,Loamy,Pulse,96,Medium,7.8,Soybean
44,62,34,26.42,66.25,6.73,79.46,Clayey,Pulse,100,Medium,7.8,Soybean
38,57,40,21.42,77.09,6.08,92.32,Clayey,Pulse,108,Medium,7.6,Soybean
40,61,49,23.08,71.25,5.91,89.1,Loamy,Pulse,105,Medium,7.5,Soybean
42,51,45,28.64,66.51,6.35,102.54,Loamy,Pulse,111,Medium,7.1,Soybean
43,61,44,19.81,74.51,7.21,96.75,Loamy,Pulse,99,Medium,7.7,Soybean
55,65,47,26.89,68.69,6.52,93.83,Black,Pulse,107,Medium,8.9,Soybean
51,51,45,27.84,75.09,6.35,138.71,Clayey,Pulse,98,Medium,7.4,Soybean
46,72,41,25.34,77.39,6.59,89.98,Black,Pulse,107,Medium,8.2,Soybean
51,67,46,26.73,73.07,6.8,95.83,Clayey,Pulse,104,Medium,8.7,Soybean
54,50,45,24.28,70.45,6.76,105.04,Loamy,Pulse,104,Medium,6.9,Soybean
39,65,34,28.97,74.61,7.13,92.02,Black,Pulse,94,Medium,8.3,Soybean
52,65,42,26.22,69.34,6.27,109.33,Loamy,Pulse,98,Medium,7.5,Soybean
38,51,45,28.9,71.08,6.0,107.6,Black,Pulse,113,Medium,7.6,Soybean
42,63,51,24.7,65.34,6.85,106.99,Loamy,Pulse,105,Medium,7.7,Soybean
50,63,41,26.12,65.24,6.87,91.07,Clayey,Pulse,102,Medium,8.0,Soybean
45,65,47,25.61,75.82,6.76,88.6,Loamy,Pulse,104,Medium,7.9,Soybean
48,57,43,30.92,76.7,6.3,103.56,Clayey,Pulse,105,Medium,8.2,Soybean
45,67,46,25.84,77.21,6.69,96.82,Loamy,Pulse,106,Medium,7.9,Soybean
45,56,41,23.5,65.04,6.25,92.39,Loamy,Pulse,105,Medium,7.8,Soybean
30,69,49,27.11,81.54,6.21,123.31,Clayey,Pulse,99,Medium,8.1,Soybean
37,60,46,25.61,75.57,6.64,87.16,Clayey,Pulse,102,Medium,8.5,Soybean
41,65,49,21.83,77.66,7.42,98.78,Black,Pulse,108,Medium,8.6,Soybean
43,61,39,26.35,74.49,6.81,110.98,Loamy,Pulse,100,Medium,7.7,Soybean
56,59,45,25.83,67.89,7.25,87.08,Black,Pulse,99,Medium,7.7,Soybean
32,56,41,27.54,68.63,6.96,115.98,Black,Pulse,109,Medium,7.9,Soybean
45,50,44,23.85,75.47,7.63,102.5,Clayey,Pulse,94,Medium,7.8,Soybean
45,60,42,26.61,65.79,6.22,104.69,Clayey,Pulse,99,Medium,8.3,Soybean
36,70,41,25.44,73.65,6.37,97.15,Loamy,Pulse,108,Medium,8.6,Soybean
49,58,44,31.87,76.75,6.23,96.5,Black,Pulse,103,Medium,7.9,Soybean
37,57,52,27.45,59.54,7.09,111.34,Loamy,Pulse,103,Medium,8.4,Soybean
39,57,50,25.32,62.65,6.57,93.82,Black,Pulse,111,Medium,8.0,Soybean
42,66,45,24.12,77.77,6.68,95.04,Clayey,Pulse,105,Medium,7.4,Soybean
41,60,44,29.18,73.09,6.94,95.14,Loamy,Pulse,110,Medium,8.2,Soybean
45,59,41,27.27,71.8,6.4,111.6,Black,Pulse,98,Medium,7.7,Soybean
51,61,44,26.63,72.9,5.99,89.76,Clayey,Pulse,113,Medium,7.6,Soybean
43,56,44,24.54,74.43,6.68,106.6,Black,Pulse,99,Medium,7.8,Soybean
43,62,41,28.29,77.93,6.2,87.64,Loamy,Pulse,102,Medium,9.6,Soybean
42,70,39,23.53,68.57,6.26,90.98,Clayey,Pulse,101,Medium,7.5,Soybean
51,67,48,27.31,72.46,6.4,80.7,Black,Pulse,106,Medium,7.3,Soybean
39,66,52,26.98,77.53,6.5,74.93,Black,Pulse,108,Medium,8.3,Soybean
45,58,48,23.54,68.13,6.2,96.27,Loamy,Pulse,99,Medium,7.6,Soybean
40,58,39,26.22,78.24,6.65,118.12,Loamy,Pulse,112,Medium,8.5,Soybean
45,60,48,25.02,62.59,6.8,78.03,Loamy,Pulse,99,Medium,8.0,Soybean
44,51,45,28.42,66.36,7.11,71.6,Clayey,Pulse,116,Medium,7.8,Soybean
45,48,44,26.57,71.57,6.37,80.8,Clayey,Pulse,110,Medium,8.0,Soybean
54,56,43,28.04,63.89,6.11,111.46,Loamy,Pulse,98,Medium,6.9,Soybean
56,51,45,26.17,57.95,6.49,101.73,Clayey,Pulse,106,Medium,8.5,Soybean
42,64,42,22.47,65.51,6.02,110.14,Black,Pulse,97,Medium,8.2,Soybean
43,59,50,24.9,75.06,6.62,92.72,Loamy,Pulse,117,Medium,7.1,Soybean
52,63,43,30.07,62.76,6.39,76.87,Clayey,Pulse,107,Medium,7.3,Soybean
47,58,43,26.97,70.66,6.16,137.02,Clayey,Pulse,102,Medium,6.7,Soybean
39,52,48,26.8,73.99,6.45,90.81,Loamy,Pulse,103,Medium,8.0,Soybean
50,62,47,27.25,76.42,6.72,100.38,Loamy,Pulse,111,Medium,7.6,Soybean
39,52,45,21.37,74.31,6.56,112.02,Clayey,Pulse,101,Medium,7.9,Soybean
51,68,42,26.45,73.47,6.75,91.06,Clayey,Pulse,111,Medium,6.9,Soybean
42,62,46,29.38,77.99,6.49,114.5,Loamy,Pulse,101,Medium,8.6,Soybean
55,67,45,25.17,64.36,6.72,78.27,Clayey,Pulse,100,Medium,7.3,Soybean
42,59,46,24.5,77.35,6.52,83.18,Black,Pulse,106,Medium,9.2,Soybean
47,57,38,25.45,73.17,6.44,70.02,Clayey,Pulse,100,Medium,8.9,Soybean
53,54,47,23.05,79.02,6.7,109.24,Black,Pulse,95,Medium,8.4,Soybean
44,65,48,26.16,69.0,6.91,94.1,Black,Pulse,100,Medium,7.4,Soybean
36,56,49,26.44,69.35,6.92,82.51,Clayey,Pulse,105,Medium,7.9,Soybean
49,50,41,21.9,70.7,7.08,87.42,Clayey,Pulse,102,Medium,8.5,Soybean
51,59,47,23.31,78.89,7.46,102.82,Loamy,Pulse,94,Medium,7.7,Soybean
48,57,50,27.47,68.47,6.61,81.59,Black,Pulse,104,Medium,7.7,Soybean
24,37,25,26.19,49.14,4.89,95.37,Alluvial,Fruit,378,Medium,9.4,Mango
20,26,24,31.07,50.25,6.18,89.33,Red,Fruit,357,Medium,7.6,Mango
10,21,25,31.84,48.19,5.48,87.12,Alluvial,Fruit,306,Medium,9.4,Mango
15,24,25,33.43,50.5,5.3,91.86,Alluvial,Fruit,395,Medium,8.5,Mango
19,22,24,30.6,51.14,6.46,77.01,Red,Fruit,344,Medium,8.2,Mango
19,26,29,32.02,46.84,6.36,98.47,Loamy,Fruit,359,Medium,9.5,Mango
26,31,20,34.95,52.78,7.0,104.9,Laterite,Fruit,393,Medium,9.0,Mango
25,36,30,27.07,48.92,6.03,95.6,Alluvial,Fruit,342,Medium,7.5,Mango
17,31,34,33.29,53.7,5.75,81.06,Alluvial,Fruit,356,Medium,8.3,Mango
18,27,31,33.13,49.03,4.66,91.14,Laterite,Fruit,365,Medium,9.2,Mango
17,29,30,31.11,53.26,5.4,90.4,Alluvial,Fruit,364,Medium,8.1,Mango
22,23,30,30.75,50.75,5.52,92.29,Laterite,Fruit,366,Medium,8.6,Mango
19,35,27,30.84,44.49,6.02,86.08,Laterite,Fruit,359,Medium,8.3,Mango
21,24,28,34.59,51.0,5.46,92.99,Laterite,Fruit,395,Medium,8.4,Mango
17,23,28,29.51,45.52,5.13,88.37,Red,Fruit,375,Medium,8.3,Mango
19,33,33,30.29,47.79,5.28,100.54,Loamy,Fruit,361,Medium,8.3,Mango
16,23,30,27.71,53.48,5.48,93.8,Loamy,Fruit,340,Medium,8.5,Mango
18,26,34,31.44,47.22,5.37,99.76,Red,Fruit,388,Medium,8.7,Mango
22,30,34,26.13,52.34,6.39,84.29,Loamy,Fruit,348,Medium,8.0,Mango
17,24,30,33.16,53.78,5.3,88.24,Loamy,Fruit,389,Medium,8.9,Mango
20,29,29,32.31,48.82,5.96,82.92,Loamy,Fruit,352,Medium,8.1,Mango
18,22,28,27.21,51.92,5.75,81.36,Alluvial,Fruit,349,Medium,8.7,Mango
17,23,29,31.86,44.97,6.13,88.6,Red,Fruit,364,Medium,8.5,Mango
17,21,29,35.06,45.23,6.82,92.92,Loamy,Fruit,365,Medium,7.8,Mango
16,24,26,30.48,48.58,6.91,85.67,Red,Fruit,366,Medium,8.6,Mango
15,30,28,24.77,52.31,5.13,86.62,Loamy,Fruit,377,Medium,8.3,Mango
23,33,28,32.98,47.36,7.14,89.46,Loamy,Fruit,383,Medium,9.0,Mango
21,23,29,25.62,50.79,6.01,96.07,Red,Fruit,310,Medium,7.7,Mango
17,28,30,30.57,52.22,5.18,99.88,Laterite,Fruit,373,Medium,8.7,Mango
19,36,31,28.58,50.87,6.25,90.3,Red,Fruit,384,Medium,8.7,Mango
10,28,28,32.34,53.3,5.92,108.32,Laterite,Fruit,361,Medium,8.9,Mango
23,26,32,29.51,48.52,5.01,96.93,Alluvial,Fruit,370,Medium,9.2,Mango
23,25,26,32.08,53.89,6.25,103.68,Red,Fruit,361,Medium,8.2,Mango
17,26,29,31.52,49.55,5.72,88.79,Laterite,Fruit,382,Medium,8.5,Mango
19,23,26,34.27,51.94,4.83,101.11,Loamy,Fruit,381,Medium,8.6,Mango
26,28,25,31.91,50.86,5.44,99.59,Alluvial,Fruit,334,Medium,9.1,Mango
16,22,29,32.08,50.57,5.35,90.95,Red,Fruit,344,Medium,8.4,Mango
24,26,32,34.64,47.94,5.69,112.37,Laterite,Fruit,391,Medium,7.5,Mango
21,27,32,29.14,47.06,5.39,90.42,Laterite,Fruit,379,Medium,7.8,Mango
17,18,33,34.18,48.86,5.62,98.63,Red,Fruit,391,Medium,8.7,Mango
17,18,26,31.18,47.71,5.92,90.58,Laterite,Fruit,345,Medium,7.8,Mango
26,31,35,32.35,48.5,6.59,94.74,Red,Fruit,369,Medium,8.5,Mango
8,35,31,31.82,49.78,5.9,90.22,Laterite,Fruit,376,Medium,7.7,Mango
20,29,29,31.93,46.53,5.22,96.89,Loamy,Fruit,377,Medium,7.4,Mango
22,24,29,27.65,47.02,6.38,95.26,Red,Fruit,358,Medium,8.4,Mango
21,29,29,33.73,53.4,6.05,95.44,Red,Fruit,376,Medium,8.7,Mango
24,31,26,28.29,47.55,6.39,82.39,Alluvial,Fruit,372,Medium,8.7,Mango
24,27,25,28.6,45.86,5.48,93.54,Loamy,Fruit,343,Medium,9.4,Mango
14,33,33,33.25,47.57,6.01,84.78,Red,Fruit,381,Medium,8.5,Mango
18,20,22,28.4,53.89,5.56,93.65,Laterite,Fruit,376,Medium,9.6,Mango
25,22,24,36.9,57.94,5.91,84.84,Laterite,Fruit,382,Medium,8.4,Mango
19,31,31,28.04,48.86,6.2,99.08,Laterite,Fruit,369,Medium,9.1,Mango
18,27,19,29.88,52.67,5.57,91.27,Alluvial,Fruit,345,Medium,9.1,Mango
22,31,24,30.6,49.02,5.63,90.07,Red,Fruit,358,Medium,9.0,Mango
12,35,31,30.89,53.17,4.93,89.68,Laterite,Fruit,362,Medium,9.3,Mango
19,29,28,32.22,55.87,6.4,94.35,Alluvial,Fruit,377,Medium,8.8,Mango
22,32,33,30.68,52.25,5.57,87.62,Alluvial,Fruit,360,Medium,8.5,Mango
13,31,21,37.79,55.26,5.64,95.08,Red,Fruit,370,Medium,8.1,Mango
20,26,29,31.45,45.4,5.82,96.31,Laterite,Fruit,367,Medium,8.4,Mango
24,25,30,34.24,49.72,5.93,94.23,Loamy,Fruit,387,Medium,8.3,Mango
25,26,27,32.7,48.93,6.17,73.16,Laterite,Fruit,365,Medium,8.2,Mango
15,24,28,30.88,45.21,5.99,105.93,Loamy,Fruit,370,Medium,9.0,Mango
24,33,35,29.75,47.49,6.27,100.67,Loamy,Fruit,379,Medium,9.6,Mango
20,29,27,36.34,48.82,5.62,92.23,Laterite,Fruit,353,Medium,8.1,Mango
17,20,27,35.87,52.57,6.36,104.42,Loamy,Fruit,398,Medium,7.4,Mango
15,22,28,30.25,48.44,5.93,95.28,Alluvial,Fruit,351,Medium,7.2,Mango
16,24,29,28.18,48.28,5.12,93.99,Alluvial,Fruit,345,Medium,8.0,Mango
14,26,27,33.27,51.42,5.76,88.62,Laterite,Fruit,371,Medium,8.9,Mango
20,35,31,33.28,50.47,6.21,88.63,Red,Fruit,356,Medium,8.7,Mango
21,29,33,27.44,46.59,5.94,89.21,Alluvial,Fruit,426,Medium,8.8,Mango
99,78,48,27.55,80.39,5.72,101.72,Clayey,Fruit,352,High,8.3,Banana
102,72,52,30.3,84.79,6.19,122.07,Alluvial,Fruit,330,High,7.9,Banana
93,84,55,26.44,76.98,5.94,102.28,Clayey,Fruit,340,High,7.2,Banana
117,72,55,26.12,73.71,6.0,101.94,Loamy,Fruit,311,High,6.5,Banana
99,88,52,27.6,81.68,5.89,87.84,Loamy,Fruit,306,High,7.4,Banana
98,87,53,28.59,79.02,5.35,109.94,Alluvial,Fruit,338,High,6.1,Banana
91,77,50,26.05,79.87,5.82,103.09,Alluvial,Fruit,318,High,7.1,Banana
89,84,52,26.11,85.32,5.77,123.36,Clayey,Fruit,319,High,6.3,Banana
104,83,50,26.34,79.88,5.7,101.37,Alluvial,Fruit,343,High,7.6,Banana
106,80,48,25.42,78.7,4.57,97.92,Loamy,Fruit,328,High,7.8,Banana
97,84,41,27.4,74.12,5.42,102.75,Loamy,Fruit,351,High,7.7,Banana
100,81,47,26.52,81.5,5.35,112.12,Loamy,Fruit,323,High,8.0,Banana
109,70,47,25.96,73.66,5.49,134.3,Clayey,Fruit,340,High,8.7,Banana
108,76,48,28.56,81.53,5.67,86.88,Alluvial,Fruit,384,High,7.4,Banana
96,82,49,27.72,84.5,5.85,91.05,Clayey,Fruit,327,High,7.2,Banana
114,90,50,25.2,75.71,5.91,109.04,Clayey,Fruit,323,High,7.2,Banana
94,81,40,25.52,77.81,6.38,95.23,Alluvial,Fruit,332,High,7.6,Banana
112,90,49,26.64,77.68,5.8,99.79,Loamy,Fruit,339,High,7.8,Banana
105,90,57,27.72,83.85,5.76,119.22,Alluvial,Fruit,347,High,8.1,Banana
100,77,44,27.43,85.37,5.78,114.42,Alluvial,Fruit,343,High,7.3,Banana
113,61,45,25.85,77.13,6.03,108.48,Alluvial,Fruit,336,High,7.9,Banana
90,73,51,26.37,74.5,6.29,121.74,Clayey,Fruit,355,High,7.6,Banana
106,91,47,29.5,80.96,6.27,107.23,Alluvial,Fruit,351,High,7.6,Banana
85,92,46,29.76,79.68,6.37,118.62,Loamy,Fruit,337,High,7.8,Banana
104,67,50,25.49,80.6,5.44,90.78,Alluvial,Fruit,356,High,8.1,Banana
99,83,49,28.53,77.63,6.3,101.96,Loamy,Fruit,323,High,7.5,Banana
94,84,47,28.34,84.26,5.61,103.43,Loamy,Fruit,337,High,7.2,Banana
104,85,54,26.41,76.7,5.78,93.39,Loamy,Fruit,339,High,6.8,Banana
123,91,50,29.06,74.27,6.91,97.92,Clayey,Fruit,328,High,6.4,Banana
104,74,50,26.52,76.23,5.58,107.71,Clayey,Fruit,308,High,7.1,Banana
106,100,51,25.85,78.72,5.91,100.81,Clayey,Fruit,344,High,7.6,Banana
109,79,55,27.2,76.6,6.77,83.1,Alluvial,Fruit,317,High,7.1,Banana
125,94,55,26.9,88.49,6.05,116.73,Clayey,Fruit,332,High,7.5,Banana
97,80,52,28.16,79.89,6.5,69.4,Alluvial,Fruit,338,High,7.9,Banana
111,81,50,29.27,85.22,5.78,108.2,Loamy,Fruit,357,High,6.2,Banana
93,92,54,28.44,78.43,5.55,97.91,Alluvial,Fruit,355,High,7.1,Banana
101,76,53,26.53,79.66,5.23,85.64,Loamy,Fruit,330,High,6.7,Banana
121,67,46,27.53,78.72,5.46,93.5,Alluvial,Fruit,313,High,7.3,Banana
119,82,54,28.41,83.9,4.78,101.35,Clayey,Fruit,351,High,7.2,Banana
117,92,48,26.59,76.45,5.65,90.21,Loamy,Fruit,337,High,6.6,Banana
106,86,43,30.29,81.8,6.2,95.9,Alluvial,Fruit,340,High,8.2,Banana
99,96,50,29.55,81.03,6.13,84.94,Alluvial,Fruit,336,High,7.1,Banana
91,94,49,25.69,78.74,5.38,122.21,Clayey,Fruit,318,High,7.8,Banana
113,78,52,25.65,88.56,6.27,102.69,Clayey,Fruit,317,High,7.4,Banana
96,95,45,27.74,79.94,5.85,103.7,Clayey,Fruit,328,High,8.0,Banana
106,84,37,28.04,74.21,6.16,122.69,Alluvial,Fruit,314,High,7.3,Banana
94,90,50,30.61,81.45,6.0,105.82,Clayey,Fruit,343,High,6.5,Banana
100,81,52,27.16,76.36,5.9,92.01,Alluvial,Fruit,298,High,7.9,Banana
105,85,55,26.3,74.99,5.87,100.83,Clayey,Fruit,316,High,7.5,Banana
93,69,48,25.45,80.81,5.64,118.34,Alluvial,Fruit,356,High,7.9,Banana
84,92,56,27.53,84.63,5.68,82.61,Loamy,Fruit,317,High,8.5,Banana
85,81,50,26.58,78.45,5.93,98.25,Clayey,Fruit,306,High,7.6,Banana
110,88,46,25.25,79.01,6.53,112.75,Loamy,Fruit,341,High,8.0,Banana
104,82,52,26.52,75.05,6.19,119.85,Alluvial,Fruit,311,High,8.0,Banana
116,81,46,27.72,78.07,5.65,110.2,Loamy,Fruit,303,High,6.6,Banana
100,81,51,30.88,80.37,6.14,93.29,Clayey,Fruit,342,High,7.2,Banana
100,81,54,25.14,72.01,5.81,110.62,Clayey,Fruit,332,High,8.2,Banana
104,78,40,27.07,83.6,5.74,105.34,Alluvial,Fruit,336,High,6.9,Banana
106,93,49,25.47,79.77,5.01,109.04,Clayey,Fruit,337,High,8.5,Banana
98,84,46,26.86,74.66,5.82,101.34,Loamy,Fruit,334,High,7.1,Banana
100,79,48,27.64,80.14,6.2,103.55,Clayey,Fruit,324,High,7.4,Banana
92,79,58,25.86,79.02,5.75,102.03,Loamy,Fruit,324,High,7.7,Banana
82,89,52,25.26,72.06,5.51,102.09,Clayey,Fruit,372,High,7.8,Banana
81,77,49,27.96,75.4,5.85,96.39,Alluvial,Fruit,311,High,7.7,Banana
107,87,52,26.6,82.5,6.02,106.61,Clayey,Fruit,319,High,7.2,Banana
100,99,51,26.4,77.09,5.7,131.13,Alluvial,Fruit,323,High,8.0,Banana
96,83,53,26.47,77.76,6.56,116.82,Clayey,Fruit,343,High,8.0,Banana
104,96,50,28.54,74.92,5.57,90.59,Alluvial,Fruit,351,High,6.0,Banana
95,61,46,26.62,84.85,6.06,95.0,Loamy,Fruit,347,High,7.5,Banana
100,73,46,26.01,80.16,5.93,123.53,Loamy,Fruit,336,High,5.9,Banana
22,123,195,21.28,91.0,5.49,114.63,Loamy,Fruit,339,Medium,6.7,Apple
29,124,198,18.71,91.55,6.09,118.77,Loamy,Fruit,366,Medium,7.0,Apple
31,145,197,20.32,91.39,5.62,116.61,Clayey,Fruit,343,Medium,6.5,Apple
24,133,195,24.26,89.18,5.8,112.67,Clayey,Fruit,365,Medium,6.6,Apple
23,133,198,21.89,91.08,6.14,107.83,Loamy,Fruit,380,Medium,6.5,Apple
18,138,196,23.46,92.32,5.72,117.23,Loamy,Fruit,374,Medium,7.2,Apple
24,137,194,26.17,89.89,6.18,116.45,Loamy,Fruit,343,Medium,6.4,Apple
20,143,196,22.11,88.5,6.42,104.44,Loamy,Fruit,370,Medium,6.4,Apple
20,139,208,22.88,92.98,6.0,121.14,Clayey,Fruit,356,Medium,7.1,Apple
25,141,196,22.25,92.36,5.49,125.76,Clayey,Fruit,364,Medium,6.7,Apple
18,124,196,22.83,93.01,5.95,115.77,Clayey,Fruit,358,Medium,6.8,Apple
26,138,204,22.94,89.75,5.59,116.64,Clayey,Fruit,364,Medium,6.8,Apple
27,139,206,22.64,90.79,5.88,106.56,Loamy,Fruit,393,Medium,7.0,Apple
23,142,189,23.38,90.03,5.9,110.51,Clayey,Fruit,377,Medium,6.6,Apple
26,129,203,22.74,89.55,5.62,111.8,Loamy,Fruit,385,Medium,6.8,Apple
16,133,210,22.67,91.51,6.05,119.11,Clayey,Fruit,356,Medium,6.8,Apple
19,139,200,23.22,90.86,5.65,120.56,Clayey,Fruit,363,Medium,6.7,Apple
19,140,196,22.3,93.18,6.25,108.81,Clayey,Fruit,400,Medium,6.7,Apple
16,136,198,23.15,91.94,5.92,105.71,Loamy,Fruit,383,Medium,5.8,Apple
16,136,208,21.97,93.05,6.22,119.52,Clayey,Fruit,359,Medium,5.8,Apple
12,132,205,20.81,93.05,5.61,113.85,Loamy,Fruit,377,Medium,6.1,Apple
21,131,203,22.85,92.08,6.37,118.3,Clayey,Fruit,352,Medium,6.4,Apple
20,134,212,23.06,88.95,5.74,97.54,Clayey,Fruit,358,Medium,5.3,Apple
17,123,201,22.5,92.45,5.87,101.85,Loamy,Fruit,374,Medium,7.7,Apple
22,131,192,21.14,92.68,6.22,115.09,Clayey,Fruit,379,Medium,6.9,Apple
23,129,200,21.23,92.03,6.0,126.43,Loamy,Fruit,341,Medium,6.8,Apple
26,139,204,23.38,93.95,5.57,101.91,Clayey,Fruit,364,Medium,5.2,Apple
25,142,197,21.94,91.89,5.92,114.02,Clayey,Fruit,375,Medium,6.4,Apple
24,137,196,24.5,89.96,5.87,120.74,Loamy,Fruit,351,Medium,6.7,Apple
23,127,199,22.27,91.17,6.59,106.9,Clayey,Fruit,383,Medium,6.3,Apple
16,134,203,23.88,94.34,6.78,115.0,Clayey,Fruit,352,Medium,6.8,Apple
19,140,193,26.05,93.28,5.39,107.33,Loamy,Fruit,379,Medium,7.2,Apple
15,138,190,22.37,93.67,5.73,100.94,Loamy,Fruit,367,Medium,6.1,Apple
23,127,196,19.47,92.25,5.85,103.49,Clayey,Fruit,368,Medium,7.1,Apple
20,135,201,20.69,95.08,5.76,118.25,Loamy,Fruit,379,Medium,6.4,Apple
23,135,192,22.0,91.08,5.76,102.57,Loamy,Fruit,385,Medium,7.5,Apple
24,142,198,21.55,90.83,6.09,114.82,Loamy,Fruit,363,Medium,7.3,Apple
22,128,196,23.52,93.56,6.07,128.18,Loamy,Fruit,394,Medium,6.8,Apple
17,124,198,23.63,94.74,6.03,122.35,Clayey,Fruit,360,Medium,6.9,Apple
24,120,197,23.92,92.41,5.54,93.56,Loamy,Fruit,358,Medium,6.5,Apple
17,135,202,23.51,88.47,5.51,110.56,Loamy,Fruit,375,Medium,6.8,Apple
22,131,198,21.41,93.15,5.62,119.8,Loamy,Fruit,368,Medium,6.5,Apple
18,124,196,22.0,88.45,5.84,120.39,Loamy,Fruit,375,Medium,6.2,Apple
21,130,200,24.81,93.45,6.06,109.06,Loamy,Fruit,378,Medium,5.5,Apple
19,138,203,23.5,92.44,5.84,117.3,Loamy,Fruit,347,Medium,6.0,Apple
21,135,190,23.18,93.16,5.88,132.0,Loamy,Fruit,352,Medium,6.3,Apple
19,133,198,20.39,91.18,5.87,122.83,Clayey,Fruit,405,Medium,7.3,Apple
17,129,199,25.18,91.75,5.5,108.99,Loamy,Fruit,378,Medium,6.9,Apple
20,138,188,22.66,93.29,5.65,106.31,Loamy,Fruit,330,Medium,7.5,Apple
18,135,203,24.77,91.77,5.74,114.38,Clayey,Fruit,388,Medium,6.4,Apple
17,123,193,23.8,91.52,5.72,107.27,Loamy,Fruit,366,Medium,6.4,Apple
19,143,207,20.08,92.49,5.67,111.01,Loamy,Fruit,370,Medium,6.4,Apple
21,138,201,21.53,91.06,5.47,106.17,Clayey,Fruit,400,Medium,6.0,Apple
16,136,199,22.21,94.11,6.06,108.76,Loamy,Fruit,357,Medium,6.2,Apple
24,131,191,22.43,89.69,6.56,105.27,Loamy,Fruit,362,Medium,6.7,Apple
19,131,202,24.79,93.15,6.34,104.63,Loamy,Fruit,370,Medium,6.6,Apple
22,143,198,21.89,92.8,5.37,111.11,Loamy,Fruit,362,Medium,5.9,Apple
25,126,199,22.94,94.03,5.9,120.49,Loamy,Fruit,377,Medium,6.6,Apple
16,123,200,21.69,93.38,6.12,111.52,Clayey,Fruit,343,Medium,6.8,Apple
16,128,195,22.29,93.76,5.9,109.45,Loamy,Fruit,337,Medium,6.8,Apple
17,134,198,23.76,91.76,5.88,116.89,Clayey,Fruit,403,Medium,7.0,Apple
20,134,197,21.08,91.17,5.67,118.23,Loamy,Fruit,345,Medium,7.3,Apple
24,134,200,21.66,92.41,6.23,107.37,Loamy,Fruit,337,Medium,6.9,Apple
22,126,196,21.21,90.91,5.8,110.87,Clayey,Fruit,353,Medium,6.0,Apple
20,135,198,24.24,92.76,5.42,117.19,Loamy,Fruit,376,Medium,6.2,Apple
15,134,199,20.82,89.82,5.87,111.14,Loamy,Fruit,357,Medium,6.4,Apple
16,130,202,21.98,89.49,5.76,104.44,Clayey,Fruit,369,Medium,6.7,Apple
14,139,194,24.84,91.93,5.53,103.86,Loamy,Fruit,371,Medium,6.3,Apple
20,145,196,22.59,94.13,5.98,100.15,Loamy,Fruit,374,Medium,5.8,Apple
26,128,214,24.7,90.81,5.91,119.03,Clayey,Fruit,379,Medium,6.8,Apple
25,16,9,21.61,93.72,7.18,112.33,Black,Fruit,379,Medium,6.8,Orange
21,17,13,16.89,95.11,7.04,113.91,Black,Fruit,395,Medium,8.3,Orange
21,17,9,22.89,90.57,6.98,91.31,Alluvial,Fruit,372,Medium,7.9,Orange
18,17,7,30.72,91.79,6.93,102.28,Alluvial,Fruit,365,Medium,8.8,Orange
24,20,11,21.57,89.1,6.9,108.11,Loamy,Fruit,384,Medium,8.2,Orange
26,21,9,15.82,94.77,7.68,99.07,Black,Fruit,392,Medium,8.2,Orange
20,23,12,25.61,92.95,7.31,106.8,Alluvial,Fruit,363,Medium,7.5,Orange
18,15,8,23.55,91.35,7.25,97.02,Loamy,Fruit,362,Medium,8.1,Orange
18,16,6,24.43,93.3,7.25,118.31,Alluvial,Fruit,368,Medium,8.3,Orange
20,19,6,19.43,95.17,5.77,108.88,Loamy,Fruit,386,Medium,7.9,Orange
18,17,9,23.12,90.63,7.55,121.39,Alluvial,Fruit,362,Medium,7.2,Orange
17,16,11,18.97,90.46,7.26,117.51,Alluvial,Fruit,353,Medium,7.2,Orange
33,20,9,26.48,91.75,7.43,111.28,Alluvial,Fruit,366,Medium,7.9,Orange
14,24,8,17.56,91.57,6.52,109.59,Black,Fruit,377,Medium,8.6,Orange
23,15,10,24.63,88.48,7.29,98.34,Black,Fruit,402,Medium,7.8,Orange
19,13,8,32.1,93.88,6.23,122.03,Alluvial,Fruit,386,Medium,7.8,Orange
21,16,13,19.81,92.29,6.79,98.54,Loamy,Fruit,404,Medium,7.3,Orange
20,10,9,24.69,90.35,7.29,107.85,Loamy,Fruit,386,Medium,8.8,Orange
17,17,10,25.48,92.03,7.1,108.05,Black,Fruit,367,Medium,8.8,Orange
22,19,11,22.38,92.64,6.46,120.15,Black,Fruit,314,Medium,7.9,Orange
